Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR202123,WGS,292,6039344604,SAMN00264935,3962187079,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062096,Illumina Genome Analyzer IIx,ZI188_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-21T00:00:00Z,ZI188-HE,SRP006733
SRR202124,WGS,292,5119890332,SAMN00264926,3314461933,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062076,Illumina Genome Analyzer IIx,ZI193_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-21T00:00:00Z,ZI193-HE,SRP006733
SRR202125,WGS,292,5331025604,SAMN00264938,3446498693,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062097,Illumina Genome Analyzer IIx,ZI296_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-21T00:00:00Z,ZI296-HE,SRP006733
SRR202126,WGS,292,7529618288,SAMN00264939,4964253644,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062098,Illumina Genome Analyzer IIx,ZI227_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-21T00:00:00Z,ZI227-HE,SRP006733
SRR202127,WGS,292,4641606596,SAMN00264940,3060596916,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062099,Illumina Genome Analyzer IIx,ZI250_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-21T00:00:00Z,ZI250-HE,SRP006733
SRR202129,WGS,292,6165243032,SAMN00264942,4125716941,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062101,Illumina Genome Analyzer IIx,ZI359_2-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-21T00:00:00Z,ZI359-HE,SRP006733
SRR203064,WGS,292,5064717224,SAMN00264943,3370876866,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062218,Illumina Genome Analyzer IIx,ZI228_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-21T00:00:00Z,ZI228-HE,SRP006733
SRR203067,WGS,292,6778911400,SAMN00264945,4493813192,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062220,Illumina Genome Analyzer IIx,ZI220_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-21T00:00:00Z,ZI220-HE,SRP006733
SRR203068,WGS,292,5300502844,SAMN00264946,3524271592,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062221,Illumina Genome Analyzer IIx,ZI184_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-21T00:00:00Z,ZI184-HE,SRP006733
SRR203069,WGS,292,5143992596,SAMN00264947,3452682139,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062222,Illumina Genome Analyzer IIx,ZI181_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-21T00:00:00Z,ZI181-HE,SRP006733
SRR203226,WGS,292,4975525240,SAMN00264994,3393090155,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062232,Illumina Genome Analyzer IIx,ZI103_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI103-HE,SRP006733
SRR203227,WGS,292,5080786860,SAMN00264995,3436035677,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062233,Illumina Genome Analyzer IIx,ZI400_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI400-HE,SRP006733
SRR203228,WGS,292,5792567228,SAMN00264996,3907194362,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062234,Illumina Genome Analyzer IIx,ZI386_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI386-HE,SRP006733
SRR203229,WGS,292,5191293092,SAMN00264997,3464138089,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062235,Illumina Genome Analyzer IIx,ZI210_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI210-HE,SRP006733
SRR203230,WGS,292,4915049412,SAMN00264998,3279096645,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062236,Illumina Genome Analyzer IIx,ZI198_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI198-HE,SRP006733
SRR203231,WGS,292,5008568836,SAMN00264999,3341415081,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062237,Illumina Genome Analyzer IIx,ZI86_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI86-HE,SRP006733
SRR203232,WGS,292,5408462252,SAMN00265000,3627431141,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062238,Illumina Genome Analyzer IIx,ZI129_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI129-HE,SRP006733
SRR203233,WGS,292,5008840688,SAMN00265001,3300230873,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062239,Illumina Genome Analyzer IIx,ZI179_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI179-HE,SRP006733
SRR203234,WGS,292,4513921128,SAMN00265002,2980050670,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062240,Illumina Genome Analyzer IIx,ZI200_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI200-HE,SRP006733
SRR203235,WGS,292,4642961476,SAMN00265003,3011268068,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062241,Illumina Genome Analyzer IIx,ZI218_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI218-HE,SRP006733
SRR203236,WGS,292,4620130288,SAMN00265004,3009513757,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062242,Illumina Genome Analyzer IIx,ZI365_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI365-HE,SRP006733
SRR203237,WGS,292,5196511132,SAMN00265005,3420229891,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062243,Illumina Genome Analyzer IIx,ZI293_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI293-HE,SRP006733
SRR203238,WGS,292,5413792128,SAMN00265006,3576396298,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062244,Illumina Genome Analyzer IIx,ZI202_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI202-HE,SRP006733
SRR203319,WGS,292,5968849088,SAMN00265007,4100641847,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062305,Illumina Genome Analyzer IIx,ZI194_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI194-HE,SRP006733
SRR203324,WGS,292,5499442736,SAMN00265010,3774817210,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062306,Illumina Genome Analyzer IIx,ZI240_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI240-HE,SRP006733
SRR203327,WGS,292,5760244872,SAMN00265011,3877220330,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062307,Illumina Genome Analyzer IIx,ZI313_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI313-HE,SRP006733
SRR203328,WGS,292,5965778124,SAMN00265012,4010564452,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062308,Illumina Genome Analyzer IIx,ZI216N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI216N-HE,SRP006733
SRR203329,WGS,292,5923902988,SAMN00265013,3968765136,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062309,Illumina Genome Analyzer IIx,ZI213_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI213-HE,SRP006733
SRR203330,WGS,292,5652546220,SAMN00265014,3788008872,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062310,Illumina Genome Analyzer IIx,ZI173_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI173-HE,SRP006733
SRR203331,WGS,292,5619844556,SAMN00265015,3747773913,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062311,Illumina Genome Analyzer IIx,ZI214_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI214-HE,SRP006733
SRR203332,WGS,292,5533913044,SAMN00265016,3692129495,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062313,Illumina Genome Analyzer IIx,ZI237_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI237-HE,SRP006733
SRR203334,WGS,292,4612084520,SAMN00265018,3109469979,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062315,Illumina Genome Analyzer IIx,ZI50N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI50N-HE,SRP006733
SRR203335,WGS,292,5290526956,SAMN00265019,3566605590,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062316,Illumina Genome Analyzer IIx,ZI254N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI254N-HE,SRP006733
SRR203336,WGS,292,6486336160,SAMN00265020,4351997817,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062317,Illumina Genome Analyzer IIx,ZI126_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI126-HE,SRP006733
SRR203347,WGS,292,6309932536,SAMN00265021,4252690544,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062318,Illumina Genome Analyzer IIx,ZI233_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI233-HE,SRP006733
SRR203348,WGS,292,5593946492,SAMN00265022,3776415149,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062322,Illumina Genome Analyzer IIx,ZI226_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI226-HE,SRP006733
SRR203349,WGS,292,5610636920,SAMN00265023,3737767059,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062323,Illumina Genome Analyzer IIx,ZI252_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI252-HE,SRP006733
SRR203350,WGS,292,5935258576,SAMN00265024,3924314527,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062324,Illumina Genome Analyzer IIx,ZI253_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI253-HE,SRP006733
SRR203461,WGS,292,6156609760,SAMN00265110,4125827192,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062369,Illumina Genome Analyzer IIx,ZI319_2-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI319-HE,SRP006733
SRR203462,WGS,292,6089112500,SAMN00265111,4072017841,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062370,Illumina Genome Analyzer IIx,ZI368_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI368-HE,SRP006733
SRR203463,WGS,292,5928712520,SAMN00265112,3951016343,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062371,Illumina Genome Analyzer IIx,ZI444_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI444-HE,SRP006733
SRR203464,WGS,292,5953639100,SAMN00265113,3961292405,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062372,Illumina Genome Analyzer IIx,ZI378_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI378-HE,SRP006733
SRR203465,WGS,292,5938288952,SAMN00265114,3917075135,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062373,Illumina Genome Analyzer IIx,ZI472_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI472-HE,SRP006733
SRR203466,WGS,292,6252684184,SAMN00265115,4102234443,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062374,Illumina Genome Analyzer IIx,ZI456_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI456-HE,SRP006733
SRR203467,WGS,292,6183276368,SAMN00265116,4150833257,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062375,Illumina Genome Analyzer IIx,ZI196_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI196-HE,SRP006733
SRR203468,WGS,292,6125355248,SAMN00265117,4111663145,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062376,Illumina Genome Analyzer IIx,ZI199_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI199-HE,SRP006733
SRR203469,WGS,292,5937479528,SAMN00265118,3929121711,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062377,Illumina Genome Analyzer IIx,ZI527_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI527-HE,SRP006733
SRR203470,WGS,292,5729542824,SAMN00265119,3792910610,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062378,Illumina Genome Analyzer IIx,ZI211_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI211-HE,SRP006733
SRR203471,WGS,292,5969681288,SAMN00265120,3974108451,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062379,Illumina Genome Analyzer IIx,ZI335_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI335-HE,SRP006733
SRR203472,WGS,292,6243170824,SAMN00265121,4162735950,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062380,Illumina Genome Analyzer IIx,ZI61_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI61-HE,SRP006733
SRR203473,WGS,292,5903062072,SAMN00265122,3971109563,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062381,Illumina Genome Analyzer IIx,ZI182_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI182-HE,SRP006733
SRR203474,WGS,292,6113243964,SAMN00265123,4069918514,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062382,Illumina Genome Analyzer IIx,ZI138_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI138-HE,SRP006733
SRR203475,WGS,292,5831408192,SAMN00265124,3875258581,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062383,Illumina Genome Analyzer IIx,ZI348_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI348-HE,SRP006733
SRR203476,WGS,292,5802291704,SAMN00265126,3856893299,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062384,Illumina Genome Analyzer IIx,ZI445_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI445-HE,SRP006733
SRR203496,WGS,292,5152928672,SAMN00618804,3369134880,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062405,Illumina Genome Analyzer IIx,ZI178_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI178-HE,SRP006733
SRR203497,WGS,292,5581290628,SAMN00618805,3694565812,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062406,Illumina Genome Analyzer IIx,ZI28_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI28-HE,SRP006733
SRR203498,WGS,292,5844223780,SAMN00618806,3849489822,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062407,Illumina Genome Analyzer IIx,ZI377_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI377-HE,SRP006733
SRR203499,WGS,292,5895240852,SAMN00618807,3854649779,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062408,Illumina Genome Analyzer IIx,ZI420_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI420-HE,SRP006733
SRR203500,WGS,292,5233126764,SAMN00618808,3441277580,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062409,Illumina Genome Analyzer IIx,ZI471_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI471-HE,SRP006733
SRR203502,WGS,292,4999787228,SAMN00618810,3337312921,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062411,Illumina Genome Analyzer IIx,ZI10_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI10-HE,SRP006733
SRR203503,WGS,292,5339370964,SAMN00618811,3527588373,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062412,Illumina Genome Analyzer IIx,ZI219_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI219-HE,SRP006733
SRR203504,WGS,292,5276446716,SAMN00618812,3445417991,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062413,Illumina Genome Analyzer IIx,ZI433_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI433-HE,SRP006733
SRR203505,WGS,292,5742798164,SAMN00618813,3800272275,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062414,Illumina Genome Analyzer IIx,ZI490_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI490-HE,SRP006733
SRR203506,WGS,292,5654456192,SAMN00618814,3853933002,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062415,Illumina Genome Analyzer IIx,ZI206_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI206-HE,SRP006733
SRR203507,WGS,292,5752023612,SAMN00618815,3916460944,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062416,Illumina Genome Analyzer IIx,ZI336_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI336-HE,SRP006733
SRR203508,WGS,292,5942908684,SAMN00618816,3992234146,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062417,Illumina Genome Analyzer IIx,ZI85_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI85-HE,SRP006733
SRR203509,WGS,292,5176690172,SAMN00618817,3481240828,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062418,Illumina Genome Analyzer IIx,ZI413_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI413-HE,SRP006733
SRR203510,WGS,292,6002724008,SAMN00618818,4024328418,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062419,Illumina Genome Analyzer IIx,ZI314_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI314-HE,SRP006733
SRR203645,WGS,292,5230367364,SAMN00618819,3503211818,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062483,Illumina Genome Analyzer IIx,ZI341_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI341-HE,SRP006733
SRR204006,WGS,292,6108583936,SAMN00618820,4104705904,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062484,Illumina Genome Analyzer IIx,ZI329_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI329-HE,SRP006733
SRR204007,WGS,292,5527936388,SAMN00618821,3715321437,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062485,Illumina Genome Analyzer IIx,ZI136_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI136-HE,SRP006733
SRR204008,WGS,292,6210715608,SAMN00618822,4199709973,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062486,Illumina Genome Analyzer IIx,ZI374_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI374-HE,SRP006733
SRR204009,WGS,292,5270268580,SAMN00618823,3549243375,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062487,Illumina Genome Analyzer IIx,ZI530_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI530-HE,SRP006733
SRR204010,WGS,292,6896130128,SAMN00618824,4631202623,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062488,Illumina Genome Analyzer IIx,ZI381_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI381-HE,SRP006733
SRR204011,WGS,292,5881639200,SAMN00618825,3931465586,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062489,Illumina Genome Analyzer IIx,ZI317_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI317-HE,SRP006733
SRR204012,WGS,292,5765699432,SAMN00618826,3849354850,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062490,Illumina Genome Analyzer IIx,ZI212_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI212-HE,SRP006733
SRR204013,WGS,292,5615622820,SAMN00618827,3675401335,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062491,Illumina Genome Analyzer IIx,ZI364_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI364-HE,SRP006733
SRR204014,WGS,292,5671372044,SAMN00618828,3723017996,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062492,Illumina Genome Analyzer IIx,ZI324_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI324-HE,SRP006733
SRR204016,WGS,292,5511622640,SAMN00618844,3661602008,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062494,Illumina Genome Analyzer IIx,ZI90_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI90-HE,SRP006733
