Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,quality_book_char (run)
SRR189078,WGS,152,4327414616,PRJNA30085,SAMN00260104,2044907520,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058175,Illumina Genome Analyzer IIx,EZ2_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,EZ2-HE,SRP005599,
SRR189082,WGS,152,4231196488,PRJNA30085,SAMN00260105,2109439801,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058177,Illumina Genome Analyzer IIx,EZ25_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,EZ25-HE,SRP005599,
SRR189083,WGS,152,4650341048,PRJNA30085,SAMN00260106,2788111779,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058178,Illumina Genome Analyzer IIx,EZ5N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,EZ5N-HE,SRP005599,
SRR189084,WGS,152,3557241104,PRJNA30085,SAMN00260107,2450380372,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058179,Illumina Genome Analyzer IIx,EZ63-1-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,EZ63-1-3,SRP005599,
SRR189085,WGS,152,4008261888,PRJNA30085,SAMN00260110,2348437843,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058180,Illumina Genome Analyzer IIx,EZ9N__4-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,EZ9N-HE,SRP005599,
SRR189088,WGS,152,4804031896,PRJNA30085,SAMN00260111,2759212790,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058182,Illumina Genome Analyzer IIx,FR14_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,FR14-HE,SRP005599,
SRR189089,WGS,152,4804608432,PRJNA30085,SAMN00260112,2707187755,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058183,Illumina Genome Analyzer IIx,FR151_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,FR151-HE,SRP005599,
SRR189090,WGS,292,5585322272,PRJNA30085,SAMN00260113,3676323994,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058184,Illumina Genome Analyzer IIx,FR180_2-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,FR180-HE,SRP005599,
SRR189091,WGS,292,5287405184,PRJNA30085,SAMN00260114,3486724419,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058185,Illumina Genome Analyzer IIx,FR207_2-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,FR207-HE,SRP005599,
SRR189092,WGS,152,5568226336,PRJNA30085,SAMN00260115,3240217865,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058186,Illumina Genome Analyzer IIx,FR217_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,FR217-HE,SRP005599,
SRR189093,WGS,292,5583800076,PRJNA30085,SAMN00260116,3666136879,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058187,Illumina Genome Analyzer IIx,FR229_2-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,FR229-HE,SRP005599,
SRR189094,WGS,152,4835234000,PRJNA30085,SAMN00260117,2723134946,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058188,Illumina Genome Analyzer IIx,FR310_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,FR310-HE,SRP005599,
SRR189095,WGS,152,5374565112,PRJNA30085,SAMN00260118,3162589538,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058189,Illumina Genome Analyzer IIx,FR361_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,FR361-HE,SRP005599,
SRR189096,WGS,292,5117212984,PRJNA30085,SAMN00260119,3324171082,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058190,Illumina Genome Analyzer IIx,FR70_2-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,FR70-HE,SRP005599,
SRR189100,WGS,152,5620041008,PRJNA30085,SAMN00260120,3457132330,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058192,Illumina Genome Analyzer IIx,GA125_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GA125-HE,SRP005599,
SRR189101,WGS,152,6286628344,PRJNA30085,SAMN00260121,3938696940,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058193,Illumina Genome Analyzer IIx,GA129_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GA129-HE,SRP005599,
SRR189102,WGS,152,6595740408,PRJNA30085,SAMN00260122,4230011256,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058194,Illumina Genome Analyzer IIx,GA130_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GA130-HE,SRP005599,
SRR189104,WGS,152,6008218760,PRJNA30085,SAMN00260123,3722737656,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058195,Illumina Genome Analyzer IIx,GA132_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GA132-HE,SRP005599,
SRR189105,WGS,152,6184329760,PRJNA30085,SAMN00260124,3895501832,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058196,Illumina Genome Analyzer IIx,GA141_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GA141-HE,SRP005599,
SRR189106,WGS,152,5991483864,PRJNA30085,SAMN00260125,3699365423,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058197,Illumina Genome Analyzer IIx,GA145_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GA145-HE,SRP005599,
SRR189107,WGS,152,4338973608,PRJNA30085,SAMN00260126,2064579531,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058198,Illumina Genome Analyzer IIx,GA160_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GA160-HE,SRP005599,
SRR189109,WGS,152,4853068920,PRJNA30085,SAMN00260128,2882133389,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058200,Illumina Genome Analyzer IIx,GA191_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GA191-HE,SRP005599,
SRR189114,WGS,152,5040451328,PRJNA30085,SAMN00260133,3083575593,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058205,Illumina Genome Analyzer IIx,GU10_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GU10-HE,SRP005599,
SRR189115,WGS,152,1977521824,PRJNA30085,SAMN00260134,1423085584,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058206,Illumina Genome Analyzer IIx,GU11-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GU11-3,SRP005599,
SRR189116,WGS,152,2747853112,PRJNA30085,SAMN00260134,1923798157,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058206,Illumina Genome Analyzer IIx,GU11-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GU11-3,SRP005599,
SRR189117,WGS,152,5009619648,PRJNA30085,SAMN00260135,3022585346,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058207,Illumina Genome Analyzer IIx,GU2_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GU2-HE,SRP005599,
SRR189118,WGS,152,1751768536,PRJNA30085,SAMN00260136,1244459860,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058208,Illumina Genome Analyzer IIx,GU3-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GU3-3,SRP005599,
SRR189119,WGS,152,2570187608,PRJNA30085,SAMN00260136,1795967971,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058208,Illumina Genome Analyzer IIx,GU3-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GU3-3,SRP005599,
SRR189120,WGS,152,5020733584,PRJNA30085,SAMN00260137,3098650364,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058209,Illumina Genome Analyzer IIx,GU6_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GU6-HE,SRP005599,
SRR189121,WGS,152,4862725632,PRJNA30085,SAMN00260138,2901128154,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058210,Illumina Genome Analyzer IIx,GU7_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GU7-HE,SRP005599,
SRR189122,WGS,152,4989109832,PRJNA30085,SAMN00260139,3042629294,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058211,Illumina Genome Analyzer IIx,GU9_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,GU9-HE,SRP005599,
SRR189239,WGS,152,4863762728,PRJNA30085,SAMN00260142,3031466349,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058253,Illumina Genome Analyzer IIx,KN20N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KN20N-HE,SRP005599,
SRR189242,WGS,152,4580887688,PRJNA30085,SAMN00260146,2770072181,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058256,Illumina Genome Analyzer IIx,KN133N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KN133N-HE,SRP005599,
SRR189243,WGS,152,4028391248,PRJNA30085,SAMN00260147,1937678760,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058257,Illumina Genome Analyzer IIx,KN34_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KN34-HE,SRP005599,
SRR189245,WGS,152,4589473560,PRJNA30085,SAMN00260148,2615544252,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058258,Illumina Genome Analyzer IIx,KN35_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KN35-HE,SRP005599,
SRR189246,WGS,152,5029195272,PRJNA30085,SAMN00260150,3079596376,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058260,Illumina Genome Analyzer IIx,KN6_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KN6-HE,SRP005599,
SRR189248,WGS,152,3984809200,PRJNA30085,SAMN00260152,1980700338,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058262,Illumina Genome Analyzer IIx,KN73-1-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-05-09T00:00:00Z,KN73-1-3,SRP005599,
SRR189249,WGS,152,362133768,PRJNA30085,SAMN00260153,251334137,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058263,Illumina Genome Analyzer IIx,KO10-1-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-05-11T00:00:00Z,KO10-1-3,SRP005599,
SRR189250,WGS,152,1668659040,PRJNA30085,SAMN00260153,1194059417,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058264,Illumina Genome Analyzer IIx,KO10-1-3_2,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-05-11T00:00:00Z,KO10-1-3,SRP005599,
SRR189251,WGS,152,3406417736,PRJNA30085,SAMN00260154,2359971374,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058265,Illumina Genome Analyzer IIx,KO2-1-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KO2-1-3,SRP005599,
SRR189252,WGS,152,1916432720,PRJNA30085,SAMN00260155,1365635070,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058266,Illumina Genome Analyzer IIx,KO6-1-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KO6-1-3,SRP005599,
SRR189253,WGS,152,2604471816,PRJNA30085,SAMN00260155,1800982244,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058266,Illumina Genome Analyzer IIx,KO6-1-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KO6-1-3,SRP005599,
SRR189254,WGS,152,4584134560,PRJNA30085,SAMN00260156,2726283915,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058267,Illumina Genome Analyzer IIx,KR39_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KR39-HE,SRP005599,
SRR189255,WGS,152,4337594816,PRJNA30085,SAMN00260157,2129115781,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058268,Illumina Genome Analyzer IIx,KR42_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KR42-HE,SRP005599,
SRR189256,WGS,152,4478288448,PRJNA30085,SAMN00260158,2702966999,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058269,Illumina Genome Analyzer IIx,KR4N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KR4N-HE,SRP005599,
SRR189257,WGS,152,4080338008,PRJNA30085,SAMN00260159,1857662378,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058270,Illumina Genome Analyzer IIx,KR54-1-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-05-11T00:00:00Z,KR54-1-3,SRP005599,
SRR189258,WGS,152,1328615280,PRJNA30085,SAMN00260160,945705223,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058271,Illumina Genome Analyzer IIx,KR68-1-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KR68-1-3,SRP005599,
SRR189259,WGS,152,2475010224,PRJNA30085,SAMN00260160,1741417534,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058271,Illumina Genome Analyzer IIx,KR68-1-3_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KR68-1-3,SRP005599,
SRR189260,WGS,152,3882264832,PRJNA30085,SAMN00260161,1880261251,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058272,Illumina Genome Analyzer IIx,KR7_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KR7-HE,SRP005599,
SRR189261,WGS,152,4949205272,PRJNA30085,SAMN00260162,3089045790,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058273,Illumina Genome Analyzer IIx,KT1_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KT1-HE,SRP005599,
SRR189262,WGS,152,4199508440,PRJNA30085,SAMN00260163,2058523025,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058274,Illumina Genome Analyzer IIx,KT6_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,KT6-HE,SRP005599,
SRR189263,WGS,152,5095893480,PRJNA30085,SAMN00260164,3370993511,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058275,Illumina Genome Analyzer IIx,NG10N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,NG10N-HE,SRP005599,
SRR189264,WGS,152,4888276224,PRJNA30085,SAMN00260165,2964215168,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058276,Illumina Genome Analyzer IIx,NG1N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,NG1N-HE,SRP005599,
SRR189265,WGS,152,5027492416,PRJNA30085,SAMN00260166,2992002891,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058277,Illumina Genome Analyzer IIx,UG28N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,UG28N_HE,SRP005599,
SRR189266,WGS,152,5146386664,PRJNA30085,SAMN00260167,3149418062,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058278,Illumina Genome Analyzer IIx,NG6N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,NG6N-HE,SRP005599,
SRR189267,WGS,152,4187011152,PRJNA30085,SAMN00260168,2062887978,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058279,Illumina Genome Analyzer IIx,NG7_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,NG7-HE,SRP005599,
SRR189268,WGS,152,4738795472,PRJNA30085,SAMN00260169,2778863743,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058280,Illumina Genome Analyzer IIx,NG9_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,NG9-HE,SRP005599,
SRR189269,WGS,152,3985970632,PRJNA30085,SAMN00260170,1836946420,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058281,Illumina Genome Analyzer IIx,RC1_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RC1-HE,SRP005599,
SRR189270,WGS,152,4503343064,PRJNA30085,SAMN00260171,2251879494,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058282,Illumina Genome Analyzer IIx,RC5_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RC5-HE,SRP005599,
SRR189272,WGS,152,3562304832,PRJNA30085,SAMN00260172,1667169726,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058283,Illumina Genome Analyzer IIx,TZ10_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,TZ10-HE,SRP005599,
SRR189273,WGS,152,4819409736,PRJNA30085,SAMN00260173,2825594303,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058284,Illumina Genome Analyzer IIx,TZ14_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,TZ14-HE,SRP005599,
SRR189274,WGS,152,4746813624,PRJNA30085,SAMN00260174,2761725186,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058285,Illumina Genome Analyzer IIx,TZ8_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,TZ8-HE,SRP005599,
SRR189277,WGS,292,5508956680,PRJNA30085,SAMN00260177,3713421286,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058288,Illumina Genome Analyzer IIx,SP221_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,SP221-HE,SRP005599,
SRR189279,WGS,292,5304428492,PRJNA30085,SAMN00260179,3574495994,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058290,Illumina Genome Analyzer IIx,SP241_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,SP241-HE,SRP005599,
SRR189281,WGS,292,5334010428,PRJNA30085,SAMN00260181,3605064750,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058292,Illumina Genome Analyzer IIx,SP80_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,SP80-HE,SRP005599,
SRR189283,WGS,152,5447459904,PRJNA30085,SAMN00260183,3309272357,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058294,Illumina Genome Analyzer IIx,ZO65_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,ZO65-HE,SRP005599,
SRR189374,WGS,152,5034238480,PRJNA30085,SAMN00260184,2968431268,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058338,Illumina Genome Analyzer IIx,RG10_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG10-HE,SRP005599,
SRR189375,WGS,152,5158460936,PRJNA30085,SAMN00260185,3237671247,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058339,Illumina Genome Analyzer IIx,RG11N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG11N-HE,SRP005599,
SRR189377,WGS,152,3176317552,PRJNA30085,SAMN00260187,1855453479,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058341,Illumina Genome Analyzer IIx,RG15_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG15-HE,SRP005599,
SRR189380,WGS,152,3902947472,PRJNA30085,SAMN00260189,2323938691,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058344,Illumina Genome Analyzer IIx,RG19_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG19-HE,SRP005599,
SRR189381,WGS,152,4882810152,PRJNA30085,SAMN00260190,2853761745,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058345,Illumina Genome Analyzer IIx,RG2_2-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG2-HE,SRP005599,
SRR189382,WGS,152,6224910264,PRJNA30085,SAMN00260191,3872201944,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058346,Illumina Genome Analyzer IIx,RG21N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG21N-HE,SRP005599,
SRR189383,WGS,152,5034585952,PRJNA30085,SAMN00260192,3096861978,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058347,Illumina Genome Analyzer IIx,RG22_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG22-HE,SRP005599,
SRR189384,WGS,152,4863131168,PRJNA30085,SAMN00260193,2981687513,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058348,Illumina Genome Analyzer IIx,RG24-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG24-HE,SRP005599,
SRR189385,WGS,152,5041725240,PRJNA30085,SAMN00260194,3133318296,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058349,Illumina Genome Analyzer IIx,RG25_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG25-HE,SRP005599,
