Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,strain,tissue
SRR3734126,WGS,202,3032088276,PRJNA327349,SAMN05330506,Model organism or animal,2052536257,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889893,Illumina HiSeq 2000,FR240N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR240N,female,SRP077652,FR240N,Whole organism
SRR3734127,WGS,190,2190431340,PRJNA327349,SAMN05330507,Model organism or animal,1437871863,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889894,Illumina HiSeq 2000,FR248N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR248N,female,SRP077652,FR248N,Whole organism
SRR3734128,WGS,190,1591886880,PRJNA327349,SAMN05330508,Model organism or animal,1049403978,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889895,Illumina HiSeq 2000,FR252N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR252N,female,SRP077652,FR252N,Whole organism
SRR3734129,WGS,190,1218272970,PRJNA327349,SAMN05330509,Model organism or animal,864786414,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889896,Illumina HiSeq 2000,FR257N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR257N,female,SRP077652,FR257N,Whole organism
SRR3734130,WGS,202,3065403732,PRJNA327349,SAMN05330366,Model organism or animal,2065052746,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889897,Illumina HiSeq 2000,EA87N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EA87N,female,SRP077652,EA87N,Whole organism
SRR3734131,WGS,190,2495301160,PRJNA327349,SAMN05330510,Model organism or animal,1759512017,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889898,Illumina HiSeq 2000,FR260N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR260N,female,SRP077652,FR260N,Whole organism
SRR3734132,WGS,190,1786586910,PRJNA327349,SAMN05330511,Model organism or animal,1178331070,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889899,Illumina HiSeq 2000,FR261N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR261N,female,SRP077652,FR261N,Whole organism
SRR3734133,WGS,190,1825899050,PRJNA327349,SAMN05330512,Model organism or animal,1180415555,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889900,Illumina HiSeq 2000,FR263N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR263N,female,SRP077652,FR263N,Whole organism
SRR3734134,WGS,190,1742993690,PRJNA327349,SAMN05330513,Model organism or animal,1142947863,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889901,Illumina HiSeq 2000,FR264N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR264N,female,SRP077652,FR264N,Whole organism
SRR3734135,WGS,190,1539320340,PRJNA327349,SAMN05330514,Model organism or animal,997537632,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889902,Illumina HiSeq 2000,FR269N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR269N,female,SRP077652,FR269N,Whole organism
SRR3734136,WGS,190,1493277260,PRJNA327349,SAMN05330515,Model organism or animal,946426929,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889903,Illumina HiSeq 2000,FR26N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR26N,female,SRP077652,FR26N,Whole organism
SRR3734137,WGS,190,1235390450,PRJNA327349,SAMN05330516,Model organism or animal,791194875,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889904,Illumina HiSeq 2000,FR276N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR276N,female,SRP077652,FR276N,Whole organism
SRR3734138,WGS,190,1927753110,PRJNA327349,SAMN05330517,Model organism or animal,1262788226,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889905,Illumina HiSeq 2000,FR279N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR279N,female,SRP077652,FR279N,Whole organism
SRR3734139,WGS,190,2018228260,PRJNA327349,SAMN05330518,Model organism or animal,1306669990,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889906,Illumina HiSeq 2000,FR284N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR284N,female,SRP077652,FR284N,Whole organism
SRR3734140,WGS,190,2088218750,PRJNA327349,SAMN05330519,Model organism or animal,1355224248,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889907,Illumina HiSeq 2000,FR288N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR288N,female,SRP077652,FR288N,Whole organism
SRR3734141,WGS,202,3304935736,PRJNA327349,SAMN05330367,Model organism or animal,2211172865,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889908,Illumina HiSeq 2000,EA90N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EA90N,female,SRP077652,EA90N,Whole organism
SRR3734142,WGS,190,1811758680,PRJNA327349,SAMN05330520,Model organism or animal,1200277030,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889910,Illumina HiSeq 2000,FR28N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR28N,female,SRP077652,FR28N,Whole organism
SRR3734143,WGS,190,1805162450,PRJNA327349,SAMN05330521,Model organism or animal,1181530511,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889911,Illumina HiSeq 2000,FR293N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR293N,female,SRP077652,FR293N,Whole organism
SRR3734144,WGS,190,1541588560,PRJNA327349,SAMN05330522,Model organism or animal,1000202139,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889912,Illumina HiSeq 2000,FR296N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR296N,female,SRP077652,FR296N,Whole organism
SRR3734145,WGS,190,1580477380,PRJNA327349,SAMN05330523,Model organism or animal,1022634218,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889913,Illumina HiSeq 2000,FR299N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR299N,female,SRP077652,FR299N,Whole organism
SRR3734146,WGS,190,1779118010,PRJNA327349,SAMN05330524,Model organism or animal,1168311180,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889914,Illumina HiSeq 2000,FR2N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR2N,female,SRP077652,FR2N,Whole organism
SRR3734147,WGS,190,1726700240,PRJNA327349,SAMN05330525,Model organism or animal,1138634443,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889915,Illumina HiSeq 2000,FR302N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR302N,female,SRP077652,FR302N,Whole organism
SRR3734148,WGS,190,2171158120,PRJNA327349,SAMN05330526,Model organism or animal,1439144793,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889916,Illumina HiSeq 2000,FR304N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR304N,female,SRP077652,FR304N,Whole organism
SRR3734149,WGS,190,1400823450,PRJNA327349,SAMN05330527,Model organism or animal,922105552,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889917,Illumina HiSeq 2000,FR305N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR305N,female,SRP077652,FR305N,Whole organism
SRR3734150,WGS,202,2428525810,PRJNA327349,SAMN05330528,Model organism or animal,1179247371,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889918,Illumina HiSeq 2000,FR312N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR312N,female,SRP077652,FR312N,Whole organism
SRR3734151,WGS,190,1655642330,PRJNA327349,SAMN05330529,Model organism or animal,1084642061,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889919,Illumina HiSeq 2000,FR313N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR313N,female,SRP077652,FR313N,Whole organism
SRR3734152,WGS,190,3035480090,PRJNA327349,SAMN05330368,Model organism or animal,2184373728,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889920,Illumina HiSeq 2000,EA91N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EA91N,female,SRP077652,EA91N,Whole organism
SRR3734153,WGS,190,1752194820,PRJNA327349,SAMN05330530,Model organism or animal,1152020330,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889921,Illumina HiSeq 2000,FR319N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR319N,female,SRP077652,FR319N,Whole organism
SRR3734154,WGS,190,1769953740,PRJNA327349,SAMN05330531,Model organism or animal,1128867539,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889922,Illumina HiSeq 2000,FR320N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR320N,female,SRP077652,FR320N,Whole organism
SRR3734155,WGS,190,2100174120,PRJNA327349,SAMN05330532,Model organism or animal,1354858077,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889923,Illumina HiSeq 2000,FR323N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR323N,female,SRP077652,FR323N,Whole organism
SRR3734156,WGS,190,1369959850,PRJNA327349,SAMN05330533,Model organism or animal,887409079,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889924,Illumina HiSeq 2000,FR326N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR326N,female,SRP077652,FR326N,Whole organism
SRR3734157,WGS,190,2061140900,PRJNA327349,SAMN05330534,Model organism or animal,1481458872,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889925,Illumina HiSeq 2000,FR32N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR32N,female,SRP077652,FR32N,Whole organism
SRR3734158,WGS,190,1425079040,PRJNA327349,SAMN05330535,Model organism or animal,931136999,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889926,Illumina HiSeq 2000,FR330N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR330N,female,SRP077652,FR330N,Whole organism
SRR3734159,WGS,190,2315461030,PRJNA327349,SAMN05330536,Model organism or animal,1466007053,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889927,Illumina HiSeq 2000,FR340N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR340N,female,SRP077652,FR340N,Whole organism
SRR3734160,WGS,190,2008710780,PRJNA327349,SAMN05330537,Model organism or animal,1352794357,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889928,Illumina HiSeq 2000,FR345N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR345N,female,SRP077652,FR345N,Whole organism
SRR3734161,WGS,190,1715949090,PRJNA327349,SAMN05330538,Model organism or animal,1122599441,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889929,Illumina HiSeq 2000,FR348N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR348N,female,SRP077652,FR348N,Whole organism
SRR3734162,WGS,190,1532719930,PRJNA327349,SAMN05330539,Model organism or animal,979901723,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889930,Illumina HiSeq 2000,FR34N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR34N,female,SRP077652,FR34N,Whole organism
SRR3734163,WGS,190,1390316450,PRJNA327349,SAMN05330369,Model organism or animal,948500051,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889931,Illumina HiSeq 2000,EA93N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EA93N,female,SRP077652,EA93N,Whole organism
SRR3734164,WGS,190,1552300760,PRJNA327349,SAMN05330540,Model organism or animal,1006602519,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889932,Illumina HiSeq 2000,FR357N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR357N,female,SRP077652,FR357N,Whole organism
SRR3734165,WGS,190,2431879920,PRJNA327349,SAMN05330541,Model organism or animal,1581689266,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889933,Illumina HiSeq 2000,FR360N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR360N,female,SRP077652,FR360N,Whole organism
SRR3734166,WGS,190,1680543350,PRJNA327349,SAMN05330542,Model organism or animal,1068724491,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889934,Illumina HiSeq 2000,FR364N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR364N,female,SRP077652,FR364N,Whole organism
SRR3734167,WGS,190,2166788500,PRJNA327349,SAMN05330543,Model organism or animal,1417573511,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889935,Illumina HiSeq 2000,FR370N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-06T00:00:00Z,FR370N,female,SRP077652,FR370N,Whole organism
SRR3734168,WGS,190,1897284900,PRJNA327349,SAMN05330544,Model organism or animal,1212074276,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889936,Illumina HiSeq 2000,FR37N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR37N,female,SRP077652,FR37N,Whole organism
SRR3734169,WGS,190,2049308460,PRJNA327349,SAMN05330545,Model organism or animal,1335194463,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889937,Illumina HiSeq 2000,FR48N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR48N,female,SRP077652,FR48N,Whole organism
SRR3734170,WGS,190,2319862570,PRJNA327349,SAMN05330546,Model organism or animal,1516091417,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889938,Illumina HiSeq 2000,FR54N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR54N,female,SRP077652,FR54N,Whole organism
SRR3734171,WGS,190,4910224720,PRJNA327349,SAMN05330547,Model organism or animal,3404507297,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889939,Illumina HiSeq 2000,FR59N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR59N,female,SRP077652,FR59N,Whole organism
SRR3734172,WGS,190,1457223430,PRJNA327349,SAMN05330548,Model organism or animal,931355575,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889940,Illumina HiSeq 2000,FR5N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR5N,female,SRP077652,FR5N,Whole organism
SRR3734173,WGS,190,1579881540,PRJNA327349,SAMN05330549,Model organism or animal,1027087745,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889941,Illumina HiSeq 2000,FR60N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR60N,female,SRP077652,FR60N,Whole organism
SRR3734174,WGS,190,2260103960,PRJNA327349,SAMN05330352,Model organism or animal,1626422279,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889942,Illumina HiSeq 2000,EA124N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EA124N,female,SRP077652,EA124N,Whole organism
SRR3734175,WGS,190,2571217180,PRJNA327349,SAMN05330370,Model organism or animal,1846508876,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889943,Illumina HiSeq 2000,EF101N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EF101N,female,SRP077652,EF101N,Whole organism
SRR3734176,WGS,190,1624585310,PRJNA327349,SAMN05330550,Model organism or animal,1092224715,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889944,Illumina HiSeq 2000,FR73N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR73N,female,SRP077652,FR73N,Whole organism
SRR3734177,WGS,190,1984957170,PRJNA327349,SAMN05330551,Model organism or animal,1290092331,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889945,Illumina HiSeq 2000,FR89N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR89N,female,SRP077652,FR89N,Whole organism
SRR3734178,WGS,190,2120011070,PRJNA327349,SAMN05330552,Model organism or animal,1490656048,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889946,Illumina HiSeq 2000,FR90N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR90N,female,SRP077652,FR90N,Whole organism
SRR3734179,WGS,190,1978644230,PRJNA327349,SAMN05330553,Model organism or animal,1287415118,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889947,Illumina HiSeq 2000,FR91N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR91N,female,SRP077652,FR91N,Whole organism
SRR3734180,WGS,190,1751538180,PRJNA327349,SAMN05330554,Model organism or animal,1146367934,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889948,Illumina HiSeq 2000,FR94N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,FR94N,female,SRP077652,FR94N,Whole organism
SRR3734181,WGS,190,1758622900,PRJNA327349,SAMN05330555,Model organism or animal,1143495928,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889949,Illumina HiSeq 2000,SD101N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD101N,female,SRP077652,SD101N,Whole organism
SRR3734182,WGS,190,2083232200,PRJNA327349,SAMN05330556,Model organism or animal,1355252070,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889950,Illumina HiSeq 2000,SD104N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD104N,female,SRP077652,SD104N,Whole organism
SRR3734183,WGS,190,2523419450,PRJNA327349,SAMN05330557,Model organism or animal,1697500260,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889951,Illumina HiSeq 2000,SD105N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD105N,female,SRP077652,SD105N,Whole organism
SRR3734184,WGS,190,2201804930,PRJNA327349,SAMN05330558,Model organism or animal,1441936281,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889952,Illumina HiSeq 2000,SD106N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD106N,female,SRP077652,SD106N,Whole organism
SRR3734185,WGS,190,2083806570,PRJNA327349,SAMN05330559,Model organism or animal,1398597682,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889953,Illumina HiSeq 2000,SD108N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD108N,female,SRP077652,SD108N,Whole organism
SRR3734186,WGS,190,1631824120,PRJNA327349,SAMN05330371,Model organism or animal,1111124344,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889954,Illumina HiSeq 2000,EF102N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EF102N,female,SRP077652,EF102N,Whole organism
SRR3734187,WGS,190,2036112390,PRJNA327349,SAMN05330560,Model organism or animal,1338732956,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889955,Illumina HiSeq 2000,SD109N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD109N,female,SRP077652,SD109N,Whole organism
SRR3734188,WGS,190,2158377580,PRJNA327349,SAMN05330561,Model organism or animal,1550688609,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889956,Illumina HiSeq 2000,SD110N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD110N,female,SRP077652,SD110N,Whole organism
SRR3734189,WGS,190,1712611360,PRJNA327349,SAMN05330562,Model organism or animal,1114094334,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889957,Illumina HiSeq 2000,SD113N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD113N,female,SRP077652,SD113N,Whole organism
SRR3734190,WGS,190,1983796460,PRJNA327349,SAMN05330563,Model organism or animal,1290161983,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889958,Illumina HiSeq 2000,SD114N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD114N,female,SRP077652,SD114N,Whole organism
