"Stock.ID" "region" "SRA.Accession" "Data.Group" "Population" "Country" "Locality" "Date.of.Collection" "Collector.s." "Latitude..negative.south." "Longitude..negative.west." "Elevation..m." "Haploid.Embryo.Genomes" "Inbred.or.Isofemale.Genomes" "Chromosome.Extraction.Genomes" "Data.Reference"
"RAL-832" "america" "SRX021477" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-83" "america" "SRX023456" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-843" "america" "SRX156036" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-849" "america" "SRX156035" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-850" "america" "SRX155993" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-855" "america" "SRX021563" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-85" "america" "SRX021490" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-861" "america" "SRX021493" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-882" "america" "SRX021496" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-884" "america" "SRX021498" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-88" "america" "SRX021495" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-890" "america" "SRX021499" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-892" "america" "SRX023838" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-894" "america" "SRX021528" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-908" "america" "SRX021501" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-913" "america" "SRX156024" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-91" "america" "SRX021503" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-93" "america" "SRX021504" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-59" "america" "SRX021327" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-646" "america" "SRX021332" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-703" "america" "SRX021508" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-716" "america" "SRX021380" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-634" "america" "SRX156018" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-761" "america" "SRX021386" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-776" "america" "SRX021387" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-783" "america" "SRX023455" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-787" "america" "SRX021388" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-790" "america" "SRX021389" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-796" "america" "SRX021390" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-804" "america" "SRX021399" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-805" "america" "SRX021400" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-596" "america" "SRX156004" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-627" "america" "SRX155988" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-630" "america" "SRX156003" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-721" "america" "SRX021381" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-73" "america" "SRX023450" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-595" "america" "SRX021328" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-374" "america" "SRX023427" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-109" "america" "SRX020746,SRX156025" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-229" "america" "SRX021052" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-306" "america" "SRX156007,SRX006140,SRX006139" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-315" "america" "SRX156010,SRX006143,SRX006142,SRX006141" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-371" "america" "SRX021257,SRX156000" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-373" "america" "SRX023425,SRX155983" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-437" "america" "SRX006156,SRX156001" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-748" "america" "SRX156019,SRX156020" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-774" "america" "SRX006170,SRX156022" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-801" "america" "SRX021391,SRX156021" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-802" "america" "SRX025318,SRX156005" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-340" "america" "SRX156030" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-584" "america" "SRX155987,SRX155986" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-900" "america" "SRX156023" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-138" "america" "SRX021008" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-181" "america" "SRX020912" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-208" "america" "SRX005977" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-26" "america" "SRX021056" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-332" "america" "SRX021095" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-336" "america" "SRX021096" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-375" "america" "SRX006150, SRX006149,SRX006148" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-381" "america" "SRX021112" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-427" "america" "SRX006155" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-486" "america" "SRX006157" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-517" "america" "SRX024363,SRX024362" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-555" "america" "SRX006159" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-57" "america" "SRX021296" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-69" "america" "SRX023449" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-705" "america" "SRX006162" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-707" "america" "SRX006163" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-712" "america" "SRX006164" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-714" "america" "SRX006166,SRX006165" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-727" "america" "SRX021382" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-732" "america" "SRX006167" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-737" "america" "SRX023451" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-738" "america" "SRX021383" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-757" "america" "SRX021385" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-765" "america" "SRX006169,SRX006168" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-786" "america" "SRX006171" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-820" "america" "SRX006174,SRX006175" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-837" "america" "SRX021479" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"RAL-859" "america" "SRX006176" "DGRP" "RAL" "United States" "Raleigh NC" "2003" "T. Mackay" 35.76 -78.66 91 0 205 0 "Mackay et al. 2012; Huang et al. 2014"
"N01" "europe" "SRX766117" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N04" "europe" "SRX766121" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N07" "europe" "SRX766122" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N10" "europe" "SRX766123" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N11" "europe" "SRX766124" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N13" "europe" "SRX766125" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N14" "europe" "SRX766126" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N15" "europe" "SRX766127" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N16" "europe" "SRX766128" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N17" "europe" "SRX766129" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N18" "europe" "SRX766130" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N19" "europe" "SRX766131" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N22" "europe" "SRX766132" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N23" "europe" "SRX766133" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N25" "europe" "SRX766134" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N29" "europe" "SRX766136" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"N30" "europe" "SRX766137" "CLARK" "N" "Netherlands" "Houten" "1998" "Z. Bochdanovits & G. de Jong" 52.02 5.1 4 0 19 0 "Grenier et al. 2015"
"FR23" "europe" "ERX650203" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR24" "europe" "ERX650204" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR25" "europe" "ERX650205" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR26" "europe" "ERX650206" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR28" "europe" "ERX650207" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR29" "europe" "ERX650208" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR30" "europe" "ERX650209" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR31" "europe" "ERX650210" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR32" "europe" "ERX650211" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR33" "europe" "ERX650212" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR34" "europe" "ERX650213" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR35" "europe" "ERX650214" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR37" "europe" "ERX650215" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR38" "europe" "ERX650216" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR39" "europe" "ERX650217" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR45" "europe" "ERX650220" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR46" "europe" "ERX650221" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR48" "europe" "ERX650222" "BERGMAN" "FR_" "France" "Montpellier" "Aug-10" "P. Haddrill" 43.6 3.88 31 0 20 0 "Bergman and Haddrill 2015"
"FR151" "europe" "SRX058183" "DPGP2" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR180" "europe" "SRX058184" "DPGP2" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR207" "europe" "SRX058185" "DPGP2" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR229" "europe" "SRX058187" "DPGP2" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR310" "europe" "SRX058188" "DPGP2" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR361" "europe" "SRX058189" "DPGP2" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR70" "europe" "SRX058190" "DPGP2" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR112N" "europe" "SRR3734085" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR11N" "europe" "SRR3734089" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR126N" "europe" "SRR3734090" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR12N" "europe" "SRR3734092" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR135N" "europe" "SRR3734093" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR157N" "europe" "SRR3734098" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR158N" "europe" "SRR3734099" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR161N" "europe" "SRR3734100" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR162N" "europe" "SRR3734101" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR164N" "europe" "SRR3734102" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR186N" "europe" "SRR3734106" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR198N" "europe" "SRR3734107" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR188N" "europe" "SRR3734109" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR19N" "europe" "SRR3734110" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR200N" "europe" "SRR3734111" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR208N" "europe" "SRR3734112" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR213N" "europe" "SRR3734113" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR216N" "europe" "SRR3734114" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR219N" "europe" "SRR3734115" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR21N" "europe" "SRR3734116" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR222N" "europe" "SRR3734117" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR225N" "europe" "SRR3734118" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR230N" "europe" "SRR3734120" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR232N" "europe" "SRR3734122" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR236N" "europe" "SRR3734124" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR238N" "europe" "SRR3734125" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR240N" "europe" "SRR3734126" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
