Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,sex,SRA_accession,SRA Study,tissue_type,title,culture_collection
ERR705984,GApool15,WGS,180,3997003500,PRJEB8027,SAMEA3176942,2849806862,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 1 female each from 15 isofemale lines collected in Athens\, Georgia (2009)",ERC000011,2014-12-17,2018-11-16,ERX650241,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GApool15,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176942,ERS629874,female,ERS629874,ERP009059,Whole organism,Haddrill Georgia pool15,
ERR705985,GApool30,WGS,180,3987879120,PRJEB8027,SAMEA3176943,2828888887,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 1 female each from 30 isofemale lines collected in Athens\, Georgia (2009)",ERC000011,2014-12-17,2018-11-16,ERX650243,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GApool30,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176943,ERS629875,female,ERS629875,ERP009059,Whole organism,Haddrill Georgia pool30,
ERR705986,GApool30,WGS,180,3993435000,PRJEB8027,SAMEA3176943,2846227025,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 1 female each from 30 isofemale lines collected in Athens\, Georgia (2009)",ERC000011,2014-12-17,2018-11-16,ERX650243,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GApool30,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176943,ERS629875,female,ERS629875,ERP009059,Whole organism,Haddrill Georgia pool30,
ERR705987,GH01,WGS,180,3971347020,PRJEB8027,SAMEA3176944,2823697121,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650245,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH01,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176944,ERS629876,female,ERS629876,ERP009059,Whole organism,Haddrill Ghana 01,DSSC:14021-0231.166
ERR705988,GH01,WGS,180,3977505900,PRJEB8027,SAMEA3176944,2841179881,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650245,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH01,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176944,ERS629876,female,ERS629876,ERP009059,Whole organism,Haddrill Ghana 01,DSSC:14021-0231.166
ERR705989,GH02,WGS,180,3973952520,PRJEB8027,SAMEA3176945,2829067926,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650247,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH02,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176945,ERS629877,female,ERS629877,ERP009059,Whole organism,Haddrill Ghana 02,DSSC:14021-0231.180
ERR705990,GH02,WGS,180,3979644120,PRJEB8027,SAMEA3176945,2846092860,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650247,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH02,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176945,ERS629877,female,ERS629877,ERP009059,Whole organism,Haddrill Ghana 02,DSSC:14021-0231.180
ERR705991,GH04,WGS,180,3999805200,PRJEB8027,SAMEA3176946,2827529383,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650249,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH04,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176946,ERS629878,female,ERS629878,ERP009059,Whole organism,Haddrill Ghana 04,DSSC:14021-0231.168
ERR705992,GH04,WGS,180,4005632700,PRJEB8027,SAMEA3176946,2846112478,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650249,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH04,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176946,ERS629878,female,ERS629878,ERP009059,Whole organism,Haddrill Ghana 04,DSSC:14021-0231.168
ERR705993,GH05,WGS,180,3985877700,PRJEB8027,SAMEA3176947,2834390688,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650251,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH05,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176947,ERS629879,female,ERS629879,ERP009059,Whole organism,Haddrill Ghana 05,DSSC:14021-0231.177
ERR705994,GH05,WGS,180,3990638700,PRJEB8027,SAMEA3176947,2851647785,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650251,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH05,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176947,ERS629879,female,ERS629879,ERP009059,Whole organism,Haddrill Ghana 05,DSSC:14021-0231.177
ERR705995,GH06,WGS,180,4006657980,PRJEB8027,SAMEA3176948,2836459787,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650253,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH06,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176948,ERS629880,female,ERS629880,ERP009059,Whole organism,Haddrill Ghana 06,DSSC:14021-0231.167
ERR705996,GH06,WGS,180,4011663780,PRJEB8027,SAMEA3176948,2858649275,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650253,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH06,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176948,ERS629880,female,ERS629880,ERP009059,Whole organism,Haddrill Ghana 06,DSSC:14021-0231.167
ERR705997,GH08,WGS,180,4000236300,PRJEB8027,SAMEA3176949,2840975037,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650255,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH08,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176949,ERS629881,female,ERS629881,ERP009059,Whole organism,Haddrill Ghana 08,DSSC:14021-0231.170
ERR705998,GH08,WGS,180,3988854900,PRJEB8027,SAMEA3176949,2875301006,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650255,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH08,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176949,ERS629881,female,ERS629881,ERP009059,Whole organism,Haddrill Ghana 08,DSSC:14021-0231.170
ERR705999,GH09,WGS,180,3999157740,PRJEB8027,SAMEA3176950,2833620863,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650257,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH09,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176950,ERS629882,female,ERS629882,ERP009059,Whole organism,Haddrill Ghana 09,DSSC:14021-0231.174
ERR706000,GH09,WGS,180,3987170100,PRJEB8027,SAMEA3176950,2868963420,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650257,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:44Z,public,Illumina HiSeq 2000,GH09,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176950,ERS629882,female,ERS629882,ERP009059,Whole organism,Haddrill Ghana 09,DSSC:14021-0231.174
ERR706001,GH10,WGS,180,4006540620,PRJEB8027,SAMEA3176951,2835348691,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650259,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH10,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176951,ERS629883,female,ERS629883,ERP009059,Whole organism,Haddrill Ghana 10,DSSC:14021-0231.172
ERR706002,GH10,WGS,180,3994161660,PRJEB8027,SAMEA3176951,2869817078,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650259,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH10,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176951,ERS629883,female,ERS629883,ERP009059,Whole organism,Haddrill Ghana 10,DSSC:14021-0231.172
ERR706003,GH11,WGS,180,3996397440,PRJEB8027,SAMEA3176952,2829697847,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650261,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH11,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176952,ERS629884,female,ERS629884,ERP009059,Whole organism,Haddrill Ghana 11,DSSC:14021-0231.178
ERR706004,GH11,WGS,180,3982053780,PRJEB8027,SAMEA3176952,2861899955,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650261,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH11,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176952,ERS629884,female,ERS629884,ERP009059,Whole organism,Haddrill Ghana 11,DSSC:14021-0231.178
ERR706005,GH12,WGS,180,3978634500,PRJEB8027,SAMEA3176953,2828764228,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650263,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH12,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176953,ERS629885,female,ERS629885,ERP009059,Whole organism,Haddrill Ghana 12,DSSC:14021-0231.163
ERR706006,GH12,WGS,180,3965404500,PRJEB8027,SAMEA3176953,2858561983,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650263,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH12,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176953,ERS629885,female,ERS629885,ERP009059,Whole organism,Haddrill Ghana 12,DSSC:14021-0231.163
ERR706007,GH14,WGS,180,4009736520,PRJEB8027,SAMEA3176954,2826468710,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650265,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH14,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176954,ERS629886,female,ERS629886,ERP009059,Whole organism,Haddrill Ghana 14,DSSC:14021-0231.164
ERR706008,GH14,WGS,180,3997647000,PRJEB8027,SAMEA3176954,2860475408,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650265,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH14,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176954,ERS629886,female,ERS629886,ERP009059,Whole organism,Haddrill Ghana 14,DSSC:14021-0231.164
ERR706009,GH15,WGS,180,4001970060,PRJEB8027,SAMEA3176955,2836493058,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650267,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH15,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176955,ERS629887,female,ERS629887,ERP009059,Whole organism,Haddrill Ghana 15,DSSC:14021-0231.165
ERR706010,GH15,WGS,180,3989407680,PRJEB8027,SAMEA3176955,2868109542,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650267,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH15,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176955,ERS629887,female,ERS629887,ERP009059,Whole organism,Haddrill Ghana 15,DSSC:14021-0231.165
ERR706011,GH16,WGS,180,7937338140,PRJEB8027,SAMEA3176956,5913571088,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650269,UOM,University of Manchester,2014-12-17T17:02:23Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH16,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176956,ERS629888,female,ERS629888,ERP009059,Whole organism,Haddrill Ghana 16,DSSC:14021-0231.182
ERR706012,GH17,WGS,180,8013448260,PRJEB8027,SAMEA3176957,5882030441,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650270,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH17,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176957,ERS629889,female,ERS629889,ERP009059,Whole organism,Haddrill Ghana 17,DSSC:14021-0231.176
ERR706013,GH18,WGS,180,7993697940,PRJEB8027,SAMEA3176958,5861865914,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 25 females from an isofemale line collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650271,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GH18,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176958,ERS629890,female,ERS629890,ERP009059,Whole organism,Haddrill Ghana 18,DSSC:14021-0231.181
ERR706014,GHpool15,WGS,180,8069209380,PRJEB8027,SAMEA3176959,5840128763,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 1 female each from 15 isofemale lines collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650272,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GHpool15,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176959,ERS629891,female,ERS629891,ERP009059,Whole organism,Haddrill Ghana pool15,
ERR706015,GHpool32,WGS,180,8059207320,PRJEB8027,SAMEA3176960,5848050737,UOM,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1","Whole genome shotgun sequences of DNA extracted from 1 female each from 32 isofemale lines collected in Accra\, Ghana (2010)",ERC000011,2014-12-17,2018-11-16,ERX650273,UOM,University of Manchester,2014-12-17T17:02:22Z,2014-12-17T14:26:45Z,public,Illumina HiSeq 2000,GHpool32,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-01-29T00:00:00Z,SAMEA3176960,ERS629892,female,ERS629892,ERP009059,Whole organism,Haddrill Ghana pool32,
